city_name,city_latitude,city_longitude
Latham Park, 42.368350, -89.062890
Latona, 38.980600, -88.311710
Laura, 40.921430, -89.926500
Laurette, 40.325310, -88.543400
Lavergne, 41.836140, -87.782000
Lawler, 37.728100, -88.285870
Lawn Ridge, 40.973930, -89.629260
Lawndale, 40.218100, -89.282590
Lawrence, 42.441130, -88.641210
Lawrenceville, 38.729210, -87.681690
Layfield, 38.106440, -89.435370
Le Roy, 40.351980, -88.764240
Leaf River, 42.125580, -89.403720
Leamington, 37.639490, -88.306980
Leanderville, 37.916440, -89.676210
Lebanon, 38.603940, -89.807320
Leclaire, 38.795600, -89.957050
LeClaire Courts, 41.815870, -87.743940
Ledford, 37.700050, -88.590050
Lee, 41.795030, -88.941480
Lee Acres, 42.149720, -87.806940
Lee Center, 41.747530, -89.278710
Lee Woods, 42.128890, -87.801940
Leeds, 41.020870, -88.988130
Leesburg, 40.247270, -90.317350
Leesville, 41.024760, -87.625030
Lehigh, 41.110310, -88.018100
Leisure City, 37.490330, -88.442540
Leithton, 42.246410, -87.979520
Leland, 41.612530, -88.799520
Leland Grove, 39.777000, -89.679270
Lemens, 38.282550, -90.142060
Lementon, 38.374770, -89.903440
Lemont, 41.673640, -88.001730
Lena, 42.379460, -89.822340
Lenzburg, 38.287270, -89.817320
Leon Corners, 41.594200, -89.920390
Leonard, 40.768650, -87.921980
Leonore, 41.189480, -88.980640
Leopold Island, 41.324200, -88.989250
Lerna, 39.418370, -88.288660
Lester, 38.802550, -88.976450
Level Acres, 41.468920, -90.322070
Levelview Acres, 42.122780, -87.852500
Leverett, 40.189200, -88.209770
Levings, 37.217270, -89.061740
Lewis Corner, 37.272550, -88.579490
Lewisburg, 39.970050, -89.832610
Lewistown, 40.393100, -90.154840
Lexington, 40.641420, -88.783400
Libby Island, 40.019770, -91.455430
Liberty, 39.879490, -91.107920
Liberty, 37.720050, -88.571720
Liberty Grove, 41.613890, -88.230280
Liberty Hill, 39.201150, -88.154210
Libertyville, 42.283080, -87.953130
Lick Creek, 37.522550, -89.075080
Lidice, 41.554750, -88.090340
Lightsville, 42.146970, -89.404280
Lilly, 40.537540, -89.286750
Lillyville, 39.189760, -88.451990
Lily Cache, 41.590310, -88.181450
Lily Lake, 41.948920, -88.477860
Lilydale, 41.724200, -87.625330
Lilymoor, 42.330580, -88.213140
Lima, 40.177550, -91.378480
Limerick, 41.494760, -89.467040
Limestone, 41.132370, -87.968400
Lincoln, 40.148380, -89.364820
Lincoln Estates, 41.502530, -87.806990
Lincoln Heights, 41.855870, -89.520380
Lincoln Hills, 39.926990, -91.367930
Lincoln Park, 41.921700, -87.647830
Lincoln Square, 41.975870, -87.689220
Lincolnshire, 41.465560, -87.611390
Lincolnshire, 42.190020, -87.908400
Lincolnwood, 42.004480, -87.730060
Lincolnwood Hills, 41.511420, -87.912550
Lindberg Park, 42.229190, -89.055660
Linden Ridge, 42.128890, -87.815560
Lindenhurst, 42.410580, -88.026190
Lindenwood, 42.053080, -89.030650
Lindskolds Subdivision, 42.206690, -89.142610
Lintner, 39.800030, -88.667840
Linview, 42.212520, -89.050100
Lipsey, 39.491420, -88.417830
Lis, 39.020040, -88.260320
Lisbon, 41.481420, -88.482290
Lisbon Center, 41.524470, -88.433960
Lisbon North, 41.385310, -88.435620
Lisle, 41.801140, -88.074790
Litchfield, 41.163370, -87.586700
Litchfield, 39.175330, -89.654260
Literberry, 39.854210, -90.199560
Lithia, 39.427540, -88.717840
Little America, 40.405870, -90.034560
Little Dresden Island, 41.398640, -88.290060
Little Fox Island, 38.171990, -87.969480
Little Hell, 41.895870, -87.635610
Little Indian, 39.887550, -90.201230
Little Island, 37.134220, -89.412580
"Little Italy, UIC", 41.867540, -87.667760
Little Oklahoma, 41.857810, -90.150960
Little Orchard Subdivision, 42.128890, -87.789440
Little Rock, 41.717530, -88.576190
Little Rock Island, 41.834470, -90.182070
Little Sicily, 41.900310, -87.640050
Little Village, 41.839090, -87.714000
Little York, 41.011150, -90.746250
Littleton, 40.233930, -90.622350
Lively Grove, 38.306440, -89.611480
Liverpool, 40.391710, -90.000950
Livingston, 39.406700, -87.646140
Livingston, 38.967550, -89.763980
Lloyd Whale Subdivision, 42.221970, -89.053990
Loami, 39.675610, -89.846770
Lochanora, 42.235020, -88.085080
Lockhaven, 38.940600, -90.288170
Lockport, 41.589480, -88.057840
Lockport Heights, 41.618610, -88.024720
Locks, 41.842810, -87.663390
Loda, 40.517530, -88.071990
Lodemia, 40.807260, -88.565890
Lodge, 40.106140, -88.560060
Log Cabin Camp, 41.161700, -87.582260
Logan, 39.737260, -87.605020
Logan, 37.955880, -88.840340
Logan Square, 41.923370, -87.699220
Lomax, 40.678930, -91.072920
Lombard, 41.880030, -88.007840
Lombard Tree, 41.877250, -87.723110
Lombardville, 41.221150, -89.658430
London Mills, 40.710590, -90.266240
Lone Tree, 40.836980, -91.018200
Lone Tree Corners, 41.184760, -89.485650
Lone Tree Subdivision, 42.143890, -87.865560
Lonesome Acres, 42.175580, -89.017050
Long Branch, 37.885050, -88.577280
Long Branch, 40.217270, -90.037890
Long Creek, 39.811980, -88.847570
Long Grove, 42.178360, -87.997850
Long Grove Valley, 42.170030, -88.049240
Long Island, 40.053930, -91.475710
Long Lake, 42.370850, -88.127580
Long Point, 41.004750, -88.891740
Long Run Acres, 41.636940, -87.997500
Long Run Creek, 41.639720, -87.988060
Long Shore Park, 40.756150, -89.560930
Longview, 39.886700, -88.066430
Longview Estates, 41.950580, -88.336190
Longview Place, 39.851980, -88.947300
Loogootee, 38.904770, -88.853670
Loon Lake, 42.446960, -88.090080
Loose Pulley Junction, 42.126140, -89.223990
Loraine, 40.154210, -91.222370
Loran, 42.235020, -89.910400
Lorenzo, 41.347250, -88.215620
Loretto, 40.977810, -88.434780
Lori-Sue Subdivision, 41.338370, -88.395900
Lost Nation, 41.911140, -89.366770
Lostant, 41.142810, -89.060080
Lotus, 40.318920, -88.455890
Lotus Woods, 42.421960, -88.173140
Louisville, 38.772270, -88.502550
Love, 41.569200, -89.805940
Loveland's Subdivision, 42.120280, -87.790830
Loves Corner, 37.495610, -88.170590
Loves Park, 42.320020, -89.058160
Lovilla, 38.156720, -88.666720
Lovington, 39.715590, -88.632560
Low Point, 40.872540, -89.313420
Lowder, 39.550880, -89.845930
Lowell, 41.250590, -89.010640
Lower West Side, 41.854200, -87.665610
Loxa, 39.497260, -88.267270
Loyd, 39.914770, -89.854280
Lucas, 40.306710, -89.367600
Ludlow, 40.386980, -88.127540
Lumaghi Heights, 38.670330, -89.947880
Lusk, 37.482830, -88.474210
Luther, 40.193380, -89.653160
Lyndon, 41.717530, -89.925950
Lynn Center, 41.295870, -90.357900
Lynnville, 39.686990, -90.345960
Lynwood, 41.526420, -87.538650
Lynwood, 41.683640, -88.393680
Lyons, 41.813370, -87.818110
Mabel, 39.876420, -87.692250
Macedonia, 38.051990, -88.705340
Machesney Park, 42.347240, -89.039000
Mackinaw, 40.536980, -89.357590
Mackinaw Dells, 40.623930, -89.230920
Mackville, 39.806420, -88.475890
Macomb, 40.459210, -90.671800
Macon, 39.712820, -88.997020
Macoupin, 39.213380, -89.957320
Macoupin Island, 39.156440, -90.597900
Madison, 38.682550, -90.157050
Madison Station, 38.675330, -90.145940
Madonnaville, 38.265050, -90.246780
Maeystown, 38.224780, -90.233450
Magnet, 39.439200, -88.397830
Magnificent Mile, 41.894780, -87.624190
Magnolia, 41.113650, -89.194530
Magnolia Corner, 39.094490, -88.852560
Mahomet, 40.195310, -88.404220
Maizetown, 39.954200, -87.804470
Makanda, 37.617550, -89.208970
Malden, 41.424480, -89.369260
Malibu Bay, 41.636390, -88.112780
Mallard Creek, 42.113890, -87.838610
Mallard Lake Estates, 41.611110, -87.998060
Mallard Lake North, 41.966690, -88.370910
Mallard Lake South, 41.958920, -88.371190
Malta, 41.929750, -88.860920
Malvern, 41.855310, -89.886780
Mammoth Springs, 41.854470, -87.948950
Manchester, 39.542270, -90.332340
Mancuso Village Park, 42.175280, -89.065830
Mandell, 41.873090, -87.745060
Manhattan, 41.422530, -87.985890
Manito, 40.425870, -89.779280
Manley, 40.583930, -90.425680
Manlius, 41.456420, -89.668990
Mannon, 41.231140, -90.956810
Mansfield, 40.211420, -88.506170
Manteno, 41.250590, -87.831430
Manus North Shore Estates, 42.141670, -87.850830
Manville, 41.055030, -88.766180
Mapes Island, 41.087540, -90.941810
Maple, 38.860320, -89.876490
Maple Grove, 38.533380, -88.093930
Maple Island, 40.687080, -91.107610
Maple Island, 41.147530, -87.710590
Maple Island, 39.102830, -90.673730
Maple Leaf Estates, 41.648640, -87.978950
Maple Leaf Mobile Home Park, 42.326110, -89.025560
Maple Park, 41.907530, -88.599250
Maple Point, 39.332260, -88.113090
Maple Ridge, 42.126110, -87.843330
Maples Mill, 40.428370, -90.030670
Mapleton, 40.566430, -89.731770
Maplewood, 41.928370, -87.695330
Maplewood Courts, 41.876700, -87.690610
Maplewood Park, 38.575610, -90.176220
Maquon, 40.798930, -90.165680
Marblehead, 39.839770, -91.368480
Marbletown, 40.231430, -90.197340
Marcelline, 40.118100, -91.367370
Marcoe, 38.266990, -88.966460
Marcus, 42.158350, -90.195960
Marden Estates, 42.173080, -88.020630
Marengo, 42.248630, -88.608430
Margaret Fuller Island, 42.027810, -89.332050
Marietta, 40.501150, -90.392630
Marigold, 38.079770, -90.006500
Marilyn's Estates, 41.623610, -87.955830
Marine, 38.786440, -89.777590
Marion, 37.730610, -88.933130
Marion, 38.551160, -88.108370
Marion Mobile Home Village, 37.724720, -88.908330
Marissa, 38.250050, -89.750100
Mark, 41.264480, -89.250090
Markham, 41.593650, -87.694770
Markham, 39.745880, -90.327900
Markham City, 38.330330, -88.722280
Markus Subdivision, 42.128610, -87.851940
Marlen Subdivision, 42.134170, -87.847780
Marley, 39.512810, -87.615030
Marley, 41.548640, -87.925610
Marlow, 38.320880, -88.793390
Maroa, 40.036430, -88.957030
Marquette, 41.330870, -89.262590
Marquette Heights, 40.617540, -89.600380
Marquette Manor, 41.790590, -87.692270
Marquettes Landing, 41.642220, -88.118330
Marseilles, 41.330870, -88.708130
Marshall, 39.391430, -87.693640
Marshall Field Garden Apartments, 41.908090, -87.639220
Marshall Landing, 38.957550, -90.505950
Marston, 41.307250, -90.801810
Martin Island, 41.427360, -90.883590
Martin Luther, 41.951140, -87.771730
Martin Towhead, 38.915050, -90.646790
Martinsburg, 39.515880, -90.842630
Martinsville, 39.335590, -87.881980
Martinton, 40.915870, -87.725310
Mary Meadows, 41.938360, -88.446750
Marydale, 38.697550, -89.372020
Maryland, 42.065580, -89.547330
Maryland Place, 38.731720, -90.110110
Maryland Subdivision, 42.122500, -87.859170
Maryville, 38.723660, -89.955930
Marywood, 41.793640, -88.290350
Mascoutah, 38.490330, -89.793150
Mason, 38.953100, -88.623660
Mason, 37.523660, -89.254250
Mason City, 40.202270, -89.698160
Massac City, 37.143670, -88.718660
Massbach, 42.246130, -90.121790
Matanzas, 40.231160, -90.099560
Matanzas Beach, 40.243100, -90.104010
Matanzas Island, 40.255040, -90.103170
Matherville, 41.259760, -90.607910
Matteson, 41.503920, -87.713100
Matthews, 37.967550, -89.373980
Matthews Junction, 37.952550, -89.373980
Mattoon, 39.483090, -88.372830
Maud, 38.397550, -87.855310
Maunie, 38.035600, -88.045590
Maxey Island, 39.003380, -90.677340
Maxwell, 40.688650, -89.700380
Mayberry, 38.270600, -88.548660
Mayfair, 40.615040, -89.407870
Mayfair, 41.968090, -87.737840
Mayo Island, 41.327530, -88.870080
Mays, 39.628920, -87.792250
Maysville, 39.707550, -90.799300
Maysville, 38.677830, -88.354210
Maytown, 41.628370, -89.367870
Mayview, 40.113370, -88.110320
Maywood, 41.879200, -87.843120
Maywood Manor, 42.203360, -89.052330
Mazon, 41.241420, -88.419510
Mazonia, 41.209200, -88.281170
McCall, 40.452820, -91.197090
McClay Orchard, 39.466710, -90.525120
McClure, 37.317830, -89.431480
McClusky, 39.043380, -90.320390
McConnell, 42.434460, -89.731510
McCook, 41.797810, -87.844780
McCormick, 37.550610, -88.670610
McCormickville, 41.894200, -87.625610
McCown, 39.799200, -87.928090
McCoy Island, 39.291160, -90.771510
McCulley Subdivision, 40.879760, -88.600060
McCullom Lake, 42.368350, -88.292590
McDonald Island, 39.766710, -91.357090
McDowell, 40.830590, -88.585060
McGees Island, 39.850050, -90.566790
McGirr, 41.817530, -88.802310
McHenry, 42.333350, -88.266750
McHenry Shores, 42.318910, -88.258140
McKeen, 39.458370, -87.613910
McKenna Woods, 41.567780, -88.212500
McKinley, 38.232550, -89.548430
McKinley Park, 41.831700, -87.673660
McLean, 40.314480, -89.169810
McLeansboro, 38.093380, -88.535610
McNabb, 41.176980, -89.209250
McNulta, 40.370870, -88.489230
McQueen, 42.061970, -88.384800
McVey, 39.389770, -89.746480
Meadow Green, 42.111940, -87.851390
Meadow Heights, 38.691720, -89.991210
Meadowbrook, 39.923940, -91.356810
Meadowbrook, 38.898380, -90.006770
Meadowdale Estates, 41.651390, -88.113060
Meadowridge, 42.188640, -88.038690
Meadows, 40.744480, -88.804790
Meadowview, 41.604720, -87.933890
Meadowview, 39.790030, -88.275330
Mechanicsburg, 39.809490, -89.397310
Media, 40.775040, -90.832080
Medinah, 41.981420, -88.051180
Medora, 39.174490, -90.143170
Meeks, 39.999760, -87.584460
Meissner Island, 38.305610, -90.359010
Melody, 42.240300, -87.882570
Melrose, 39.911430, -91.378480
Melrose, 39.223370, -87.764200
Melrose Park, 41.900590, -87.856730
Melville, 38.936990, -90.245940
Melvin, 40.567530, -88.247830
Melwood, 39.761700, -87.863640
Menard, 37.910050, -89.839830
Mendon, 40.088380, -91.283760
Mendota, 41.547250, -89.117590
Menominee, 42.487780, -90.533180
Meppen, 38.996990, -90.604840
Meredith, 41.899470, -88.540360
Meredosia, 39.831160, -90.559570
Meredosia Island, 39.889210, -90.561240
Meredosia Island, 41.773090, -90.252800
Meriden, 41.571420, -89.033420
Mermet, 37.273110, -88.846170
Merna, 40.516700, -88.825900
Merriam, 38.362550, -88.277270
Merrimac, 38.370890, -90.333450
Merrionette Manor, 41.720870, -87.566430
Merrionette Park, 41.684200, -87.700330
Merritt, 39.714490, -90.415960
Metamora, 40.790590, -89.360640
Metcalf, 39.801150, -87.807250
Metropolis, 37.151170, -88.732000
Mettawa, 42.233360, -87.925910
Mexico, 41.793640, -87.691720
Meyer, 40.147820, -91.503490
Meyer, 38.048110, -89.042850
Meyer's Subdivision, 42.131670, -87.831110
Michael, 39.235330, -90.623460
Michealsen Subdivision, 42.119440, -87.855830
Michigan Beach, 41.514750, -88.062280
Mid-North District, 41.921420, -87.640050
Middle Creek, 40.372820, -91.027360
Middlebury, 42.144190, -88.238140
Middlecreek, 41.942810, -88.337300
Middlegrove, 40.704480, -90.099560
Middlepoint, 37.933940, -88.296430
Middlesworth, 39.412260, -88.715340
Middleton, 38.293100, -88.669780
Middleton Island, 39.391160, -90.926520
Middletown, 40.100320, -89.590940
Midland City, 40.145320, -89.133700
Midlothian, 41.625310, -87.717550
Midtown, 40.114770, -88.239310
Midway, 39.669760, -89.158690
Midway, 38.928660, -89.972050
Midway, 37.239780, -88.633940
Midway, 40.519480, -89.662050
Midway, 40.016150, -87.637800
Milan, 41.453090, -90.572080
Milan, 38.086160, -88.178370
Mildred, 39.762550, -89.634260
Miles Station, 39.069490, -90.107330
Milford, 40.628370, -87.696140
Mill Creek, 37.341720, -89.252580
Mill Island, 40.964760, -90.942640
Mill Race Creek, 41.699800, -88.323300
Mill Shoals, 38.248660, -88.346710
Milla, 41.141420, -88.983410
Millbrook, 41.598360, -88.552850
Millburn, 42.425850, -88.003970
Milledgeville, 41.963360, -89.774560
Millenium Park, 41.882770, -87.620380
Miller, 38.535050, -89.936770
Miller City, 37.110880, -89.356190
Millersburg, 41.241420, -90.818470
Millersville, 39.451150, -89.158140
Millhurst, 41.622810, -88.552300
Millington, 41.562530, -88.598410
Millsdale, 41.435030, -88.164230
Millstadt, 38.461440, -90.091780
Millstadt Junction, 38.461720, -90.217890
Millville, 42.448900, -90.051510
Millville, 39.056990, -89.937050
Millwoods Island, 41.670030, -89.974560
Milmine, 39.907530, -88.650340
Milne, 39.263100, -88.792290
Milo, 41.192540, -89.582320
Milroy, 41.018650, -90.920980
Milton, 39.564490, -90.650400
Milton, 38.898940, -90.142330
Mindale, 40.141710, -90.842910
Mindale, 40.425870, -89.369820
Mineral, 41.382540, -89.836490
Minier, 40.433650, -89.313150
Mink Island, 40.456150, -89.922340
Minonk, 40.904480, -89.034520
Minooka, 41.455310, -88.261730
Mira, 40.083920, -88.162270
Mirage, 41.572500, -88.247500
Miserable Island, 40.466430, -89.941780
Missal, 41.098370, -88.742290
Mission Hills Estates, 42.126110, -87.874440
Missionfield, 40.104760, -87.753640
Missouri Sister Island, 37.074770, -89.275630
Mitchell, 38.761990, -90.085380
Mitchell, 37.918940, -89.046190
Mitchells Subdivision, 41.740030, -87.707000
Mitchellsville, 37.650600, -88.537830
Mitchie, 38.210330, -90.333450
Mobil-Land Trailer Park, 40.464480, -89.018690
Moccasin, 39.147270, -88.757840
Mode, 39.266430, -88.733670
Modena, 41.135310, -89.763160
Modesto, 39.478380, -89.982050
Modoc, 38.052550, -90.037330
Moellenbrocks, 38.706440, -90.072330
Mokena, 41.526140, -87.889220
Moline, 41.506700, -90.515130
Momence, 41.166700, -87.662810
Monaville, 42.399470, -88.111470
Monee, 41.420030, -87.741710
Monica, 40.923650, -89.823160
Monmouth, 40.911430, -90.647360
Monroe Center, 42.098360, -89.000650
Monroe City, 38.255890, -90.265950
Mont Station, 38.767270, -89.930380
Montague Island, 42.256410, -89.096770
Montclare, 41.925310, -87.800890
Monterey, 40.531150, -89.945950
Montezuma, 39.551990, -90.579850
Montgomery, 41.730580, -88.345900
Monticello, 40.027810, -88.573400
Montrose, 39.165320, -88.379210
Montrose, 41.963640, -87.747560
Moonshine, 39.190590, -87.895590
Moorefield Estates, 41.649750, -87.943670
Moores Corner, 40.266430, -87.651970
Moores Island, 41.340310, -88.795350
Moose Island, 41.410310, -88.219780
Mooseheart, 41.823920, -88.334800
Moran Corners, 42.290860, -87.887290
Morea, 38.926710, -87.632250
Morehaven, 42.424460, -89.023440
Moreland, 41.890310, -87.745610
Morgan Crossing, 41.658500, -88.342330
Morgan Park, 41.690310, -87.666720
Morganville, 38.280330, -88.902290
Moriah, 39.217260, -87.939480
Moro, 38.924770, -90.022050
Moro Island, 37.992270, -89.993170
Moronts, 41.286150, -89.294530
Morrelville, 39.850330, -90.800410
Morris, 41.357250, -88.421180
Morris Kennedy Subdivision, 42.225020, -89.069550
Morrison, 41.809750, -89.965120
Morrisonville, 39.420050, -89.455650
Morristown, 42.172520, -89.067050
Morristown, 41.396420, -90.298740
Morse, 41.230320, -89.645100
Morseville, 42.305570, -89.979290
Mortimer, 39.855310, -87.724470
Mortland Island, 39.118380, -90.608180
Morton, 40.612820, -89.459260
Morton Grove, 42.040590, -87.782560
Moscow, 37.411440, -89.052570
Mosenthein Island, 38.722550, -90.201780
Mossville, 40.815590, -89.567870
Motor Heights, 42.189470, -89.137610
Mound City, 37.085330, -89.162570
Mound Island, 42.037800, -90.155960
Mounds, 37.114220, -89.197850
Mount Auburn, 39.766150, -89.261750
Mount Carbon, 37.752000, -89.321200
Mount Carmel, 38.410880, -87.761420
Mount Carroll, 42.095020, -89.978180
Mount Clare, 39.098660, -89.826210
Mount Erie, 38.515050, -88.231150
Mount Fulcher, 39.991990, -89.512320
Mount Greenwood, 41.698090, -87.708660
Mount Morris, 42.050310, -89.431220
Mount Olive, 39.072270, -89.727310
Mount Palatine, 41.192540, -89.163140
Mount Pleasant, 37.452000, -89.073690
Mount Pleasant, 41.833920, -87.668940
Mount Prospect, 42.066420, -87.937290
Mount Pulaski, 40.010880, -89.282310
Mount Sterling, 39.987270, -90.763460
Mount Vernon, 38.317270, -88.903120
Mount Zion, 39.771430, -88.874240
Mountain Glen, 37.527550, -89.289810
Mountjoy, 40.286710, -89.282040
Moweaqua, 39.624760, -89.018970
Mozier, 39.292550, -90.749290
Mozier Landing, 39.255600, -90.725960
Mud Island, 40.375600, -91.413760
Mud Island, 40.196160, -91.496820
Muddy, 37.765050, -88.516720
Mulberry Grove, 38.925050, -89.268960
Mulberry Island, 41.362250, -88.242840
Mulford Highlands, 42.218350, -89.002880
Mulkeytown, 37.970880, -89.111470
Muncie, 40.115590, -87.844750
Mundelein, 42.263080, -88.003970
Munger, 39.757270, -91.322090
Munger, 41.964470, -88.222850
Munster, 41.105590, -88.902850
Murdock, 39.800870, -88.078370
Murphysboro, 37.764500, -89.335090
Murray Island, 41.879100, -88.113400
Murrayville, 39.585600, -90.252060
Museum Campus, 41.859150, -87.612480
Mutimer Subdivision, 42.233630, -89.123720
Mylith Park, 42.264190, -88.191750
Myrtle, 42.168080, -89.356780
Nachusa, 41.831420, -89.389820
Nameoki, 38.731720, -90.127890
Naperville, 41.785860, -88.147290
Naplate, 41.333640, -88.878130
Naples, 39.757270, -90.607350
Narita, 39.983100, -89.218980
Nashville, 38.343660, -89.380640
Nason, 38.176160, -88.967570
National City, 38.645610, -90.160940
Native Prairie, 41.883920, -88.431740
Natrona, 40.270880, -89.632330
Nauvoo, 40.550040, -91.384870
Neadmore, 39.249200, -87.860310
Neal, 39.301980, -88.341710
Near North Side, 41.900030, -87.634500
Near South Side, 41.856700, -87.624770
Nearwest Side, 41.880030, -87.666720
Nebo, 39.442550, -90.790960
Neilson, 37.630330, -88.960630
Nekoma, 41.172810, -90.188730
Nelson, 41.796420, -89.601770
Neoga, 39.319480, -88.452830
Neponset, 41.295870, -89.790380
Nettle Creek, 41.442530, -88.578130
Neunert, 37.722830, -89.545650
Nevada, 41.085870, -88.551450
Nevins, 39.533920, -87.638640
New Athens, 38.326440, -89.877050
New Auburn, 41.753920, -87.646720
New Baden, 38.535050, -89.700650
New Bedford, 41.512810, -89.720660
New Berlin, 39.725330, -89.910660
New Boston, 41.170310, -90.996810
New Burnside, 37.579220, -88.770890
New Canton, 39.636160, -91.095970
New City, 41.807530, -87.656440
New City, 39.670330, -89.535370
New Columbia, 37.310610, -88.775340
New Delhi, 39.031710, -90.261220
New Dennison, 37.692830, -88.855620
New Douglas, 38.970050, -89.666480
New Grand Chain, 37.252000, -89.021180
New Hanover, 38.386720, -90.227340
New Hartford, 39.575600, -90.910130
New Haven, 37.908660, -88.129200
New Hebron, 38.950040, -87.744470
New Holland, 40.184770, -89.580940
New Hope, 37.793940, -88.688950
New Lebanon, 42.098910, -88.603140
New Lenox, 41.511980, -87.965610
New Liberty, 37.122000, -88.447820
New Memphis, 38.479220, -89.678430
New Memphis Station, 38.458100, -89.676760
New Milford, 42.186970, -89.067880
New Minden, 38.441440, -89.370360
New Palestine, 37.996440, -89.820660
New Patch, 41.817260, -87.658660
New Philadelphia, 39.694490, -90.958470
New Philadelphia, 40.489490, -90.472350
New Salem, 39.707550, -90.847630
New Windsor, 41.202260, -90.442350
Newark, 41.536970, -88.583410
Newbern, 39.006990, -90.337060
Newburg, 39.981150, -88.803960
Newby, 39.440870, -88.318100
Newcastle, 37.650600, -88.671450
Newell, 40.163090, -87.583630
Newman, 39.798650, -87.985870
Newmansville, 40.003380, -90.011780
Newport, 38.680880, -90.175940
Newton, 38.990880, -88.162540
Newton Corners, 41.736420, -90.116510
Newtown, 40.167260, -87.769190
Niantic, 39.853930, -89.166190
Niles, 42.018920, -87.802840
Nilwood, 39.398110, -89.808710
Niota, 40.617540, -91.287930
Nipper Corner, 38.038660, -88.470330
Noble, 38.697550, -88.223650
Nokomis, 39.301160, -89.285080
Noltings, 38.487830, -89.199240
Nora, 42.455840, -89.945400
Norma, 42.036420, -87.913120
Normal, 40.514200, -88.990630
Normandy, 41.561980, -89.649270
Normandy Heights, 42.234740, -89.059270
Normandy Hill, 42.138890, -87.875830
Normantown, 41.654750, -88.232290
Norridge, 41.963360, -87.827280
Norris, 40.625870, -90.032060
Norris City, 37.981160, -88.329210
North Alton, 38.922270, -90.196500
North Aurora, 41.806140, -88.327300
North Aurora Island, 41.805580, -88.323410
North Barrington, 42.207800, -88.140630
North Center, 41.953920, -87.678950
North Chicago, 42.325580, -87.841180
North Chillicothe, 40.930870, -89.501480
North Dupo, 38.549500, -90.200670
North Edgewater, 41.993370, -87.662280
North Englewood, 41.745870, -87.641720
North Evanston, 42.063360, -87.697560
North Fritz Island, 39.527820, -91.083470
North Glen Ellyn, 41.891970, -88.063120
North Hampton, 40.931150, -89.538980
North Hanover, 42.293630, -90.278740
North Harbor, 38.726440, -89.293130
North Harvey, 41.625590, -87.636710
North Henderson, 41.089200, -90.475410
North Hooper, 40.950590, -87.606980
North Lawndale, 41.860030, -87.718390
North Mounds, 37.123110, -89.200350
North Northfield, 42.138360, -87.881460
North Park, 41.980590, -87.720890
North Park, 42.342800, -89.052050
North Pekin, 40.615040, -89.622320
North Peoria, 40.717540, -89.584260
North Plato, 42.055030, -88.464250
North Pointe, 40.513920, -88.937020
North Prairie Acres, 39.811140, -88.272270
North Pullman, 41.704200, -87.605050
North Quincy, 39.970600, -91.396260
North Riverside, 41.842810, -87.823110
North Shore, 42.240020, -88.361480
North Shoreline, 37.610330, -88.920900
North Venice, 38.680880, -90.166500
North Wind, 39.926990, -89.671210
Northbrook, 42.127530, -87.828950
Northbrook, 39.958660, -91.375700
Northbrook Acres, 42.114720, -87.832500
Northbrook Colonial Estates, 42.133060, -87.816940
Northbrook East, 42.133330, -87.794720
Northbrook Estates, 42.135280, -87.828610
Northbrook Gardens, 42.128060, -87.840280
Northbrook Glen, 42.130000, -87.811940
Northbrook Greens, 42.113610, -87.805830
Northbrook Heights, 42.133330, -87.812500
Northbrook Highlands, 42.133890, -87.835280
Northbrook Manor, 42.125830, -87.825280
Northbrook Mews, 42.139440, -87.846670
Northbrook Oaks, 42.130000, -87.820280
Northbrook Park, 42.120280, -87.835280
Northbrook Villa, 42.129440, -87.822220
Northbrook West, 42.121110, -87.865830
Northerly Island, 41.863090, -87.608110
Northfield, 41.532220, -88.151390
Northfield, 42.099750, -87.780900
Northfield Acres, 42.129170, -87.837500
Northfield Woods, 42.086690, -87.875340
Northgate, 39.806980, -88.277270
Northgate Estates, 42.493890, -89.062220
Northlake, 41.917250, -87.895620
Northmeadow Village Trailer Park, 40.535310, -89.000630
Northridge, 39.961710, -91.400150
Northville, 41.563360, -88.705350
Northway, 42.117500, -87.858890
Northwood Edens, 42.142780, -87.793890
Nortonville, 39.562270, -90.139840
Norway, 41.465590, -88.664520
Norwood, 40.705590, -89.698710
Norwood, 41.089200, -90.638190
Norwood Park, 41.989350, -87.805140
Notre Dame, 38.555610, -90.037610
Nottingham Manor, 42.327800, -89.119550
Nottingham Ridge, 41.626390, -88.089440
Nottingham Woods, 41.829750, -88.465360
Novak Park, 41.958920, -88.317850
Nutwood, 39.084770, -90.555950
O'Fallon, 38.592270, -89.911210
O'Hare, 41.967660, -87.845650
Oak, 37.576440, -88.517830
Oak Brook, 41.832810, -87.928950
Oak Forest, 41.602810, -87.743940
Oak Grove, 40.019490, -90.414570
Oak Grove, 42.296410, -87.916740
Oak Grove, 41.410590, -90.570690
Oak Hill, 40.787540, -89.866500
Oak Hills, 38.638100, -89.980660
Oak Lane, 41.479170, -88.199720
Oak Lawn, 41.710870, -87.758110
Oak Lawn Mobile Home Park, 42.343610, -88.853890
Oak Openings, 41.933080, -88.464520
Oak Park, 41.885030, -87.784500
Oak Park Township, 41.886600, -87.794890
Oak Point, 39.211150, -87.976140
Oak Ridge, 40.811430, -89.437590
Oak Ridge, 42.157530, -88.091740
Oak Ridge North, 42.164750, -88.088970
Oak Run, 40.963370, -90.145120
